sexo,edad,nacionalidad,ccaa,tipo_hogar,regimen_vivienda,nivel_educativo,unidades_consumo,renta_hogar,ingresos_anuales,riesgo_pobreza,situacion_economica_infancia,pesos
Mujer,31,Espana,ES52,2 adultos sin niños,En propiedad,500,1.5,22174.4,7174.5,0,Buena,5860.04368
Hombre,42,Espana,ES52,Biparental con niños/as,En propiedad,200,1.8,23017,13078.1,0,Moderadamente buena,4582.4346
Mujer,37,Espana,ES52,Biparental con niños/as,En propiedad,200,1.8,23017,8016.9,0,Buena,4582.4346
Mujer,5,NA,ES52,Biparental con niños/as,En propiedad,NA,1.8,23017,NA,0,NA,4582.4346
Hombre,46,Espana,ES52,Biparental con niños/as,En propiedad,200,2.1,26967.8,17167.6,0,Buena,3020.79438
Mujer,39,Espana,ES52,Biparental con niños/as,En propiedad,300,2.1,26967.8,0,0,Buena,3020.79438
Hombre,9,NA,ES52,Biparental con niños/as,En propiedad,NA,2.1,26967.8,NA,0,NA,3020.79438
Mujer,3,NA,ES52,Biparental con niños/as,En propiedad,NA,2.1,26967.8,NA,0,NA,3020.79438
Hombre,76,Espana,ES52,2 adultos sin niños,En propiedad,000,1.5,20097.8,0,0,NA,5029.85863
Mujer,75,Espana,ES52,2 adultos sin niños,En propiedad,200,1.5,20097.8,0,0,NA,5029.85863
Mujer,52,Espana,ES52,Unipersonal,En propiedad,500,1,6428.8,6672.7,1,Mala,6082.56879
Mujer,42,Espana,ES52,Monomarental con niños/as,En alquiler,500,1.3,13412.7,5715.5,0,Mala,2076.99863
Mujer,12,NA,ES52,Monomarental con niños/as,En alquiler,NA,1.3,13412.7,NA,0,NA,2076.99863
Hombre,52,Espana,ES52,Otros hogares,En propiedad,200,2.3,13653.2,0,1,Moderadamente mala,6370.13487
Mujer,50,Espana,ES52,Otros hogares,En propiedad,200,2.3,13653.2,0,1,Buena,6370.13487
Mujer,21,Espana,ES52,Otros hogares,En propiedad,500,2.3,13653.2,0,1,NA,6370.13487
Hombre,14,NA,ES52,Otros hogares,En propiedad,NA,2.3,13653.2,NA,1,NA,6370.13487
Hombre,50,Espana,ES52,Unipersonal,En propiedad,200,1,9801,9312.4,0,Moderadamente buena,3390.50056
Mujer,48,Espana,ES52,Otros hogares,En propiedad,200,2,44921.7,17489.3,0,Muy buena,5003.26932
Mujer,76,Espana,ES52,Otros hogares,En propiedad,100,2,44921.7,0,0,NA,5003.26932
Hombre,55,Espana,ES52,Otros hogares,En propiedad,200,2,44921.7,11325.8,0,Moderadamente buena,5003.26932
Hombre,34,Espana,ES52,Biparental con niños/as,En propiedad,100,2.4,20439.27,10540.3,1,Buena,3425.81121
Mujer,38,Espana,ES52,Biparental con niños/as,En propiedad,200,2.4,20439.27,5938.7,1,Buena,3425.81121
Hombre,6,NA,ES52,Biparental con niños/as,En propiedad,NA,2.4,20439.27,NA,1,NA,3425.81121
Mujer,1,NA,ES52,Biparental con niños/as,En propiedad,NA,2.4,20439.27,NA,1,NA,3425.81121
Mujer,1,NA,ES52,Biparental con niños/as,En propiedad,NA,2.4,20439.27,NA,1,NA,3425.81121
Hombre,85,Extranjero (resto UE),ES52,2 adultos sin niños,En propiedad,300,1.5,10955.51,0,1,NA,16558.14582
Mujer,80,Extranjero (resto UE),ES52,2 adultos sin niños,En propiedad,100,1.5,10955.51,0,1,NA,16558.14582
Mujer,37,Espana,ES52,Unipersonal,En alquiler,500,1,5786,855.3,1,Moderadamente buena,8079.5185
Hombre,30,Espana,ES52,Otros hogares,En propiedad,500,2.5,37450.6,9596.8,0,Buena,9199.66915
Hombre,56,Espana,ES52,Otros hogares,En propiedad,100,2.5,37450.6,16192.2,0,Moderadamente mala,9199.66915
Mujer,55,Espana,ES52,Otros hogares,En propiedad,100,2.5,37450.6,0,0,Moderadamente buena,9199.66915
Mujer,25,Espana,ES52,Otros hogares,En propiedad,200,2.5,37450.6,11381.8,0,NA,9199.66915
Hombre,85,Espana,ES52,2 adultos sin niños,En propiedad,000,1.5,14146.9,0,0,NA,6379.39673
Mujer,78,Espana,ES52,2 adultos sin niños,En propiedad,000,1.5,14146.9,0,0,NA,6379.39673
Hombre,61,Espana,ES52,2 adultos sin niños,En alquiler,200,1.5,16432.6,0,0,NA,1269.76101
Mujer,58,Espana,ES52,2 adultos sin niños,En alquiler,300,1.5,16432.6,10041.1,0,Buena,1269.76101
Hombre,43,Extranjero (resto mundo),ES52,Biparental con niños/as,En alquiler,300,2.3,23231.1,19733.2,0,Mala,961.1858
Mujer,43,Extranjero (resto mundo),ES52,Biparental con niños/as,En alquiler,300,2.3,23231.1,715.6,0,Muy mala,961.1858
Mujer,19,Extranjero (resto mundo),ES52,Biparental con niños/as,En alquiler,200,2.3,23231.1,31.8,0,NA,961.1858
Hombre,10,NA,ES52,Biparental con niños/as,En alquiler,NA,2.3,23231.1,NA,0,NA,961.1858
Mujer,40,Espana,ES52,2 adultos sin niños,En propiedad,500,1.5,17239,14218.6,0,Moderadamente mala,1581.26251
Hombre,35,Espana,ES52,2 adultos sin niños,En propiedad,344,1.5,17239,2960.1,0,Moderadamente mala,1581.26251
Hombre,49,Espana,ES52,Biparental con niños/as,En propiedad,200,2.5,41428.8,18141.2,0,Buena,1247.6811
Mujer,48,Espana,ES52,Biparental con niños/as,En propiedad,500,2.5,41428.8,20150,0,Moderadamente buena,1247.6811
Mujer,19,Espana,ES52,Biparental con niños/as,En propiedad,344,2.5,41428.8,0,0,NA,1247.6811
Hombre,16,NA,ES52,Biparental con niños/as,En propiedad,NA,2.5,41428.8,NA,0,NA,1247.6811
Hombre,59,Espana,ES52,Otros hogares,En propiedad,100,2.5,39359.25,0,0,Moderadamente buena,737.79463
Mujer,55,Espana,ES52,Otros hogares,En propiedad,500,2.5,39359.25,3327.5,0,Moderadamente buena,737.79463
Mujer,20,Espana,ES52,Otros hogares,En propiedad,354,2.5,39359.25,1740.25,0,NA,737.79463
Mujer,26,Espana,ES52,Otros hogares,En propiedad,200,2.5,39359.25,4579,0,Buena,737.79463
Hombre,36,Espana,ES52,Biparental con niños/as,En alquiler,100,2.3,11081.1,0,1,Moderadamente mala,1196.63902
Mujer,35,Espana,ES52,Biparental con niños/as,En alquiler,100,2.3,11081.1,6896.1,1,Moderadamente mala,1196.63902
Mujer,17,Espana,ES52,Biparental con niños/as,En alquiler,100,2.3,11081.1,0,1,NA,1196.63902
Hombre,14,NA,ES52,Biparental con niños/as,En alquiler,NA,2.3,11081.1,NA,1,NA,1196.63902
Hombre,43,Espana,ES52,Biparental con niños/as,En propiedad,500,2.1,28563.4,15560.1,0,Buena,994.38505
Mujer,42,Espana,ES52,Biparental con niños/as,En propiedad,500,2.1,28563.4,12814.9,0,Moderadamente mala,994.38505
Mujer,9,NA,ES52,Biparental con niños/as,En propiedad,NA,2.1,28563.4,NA,0,NA,994.38505
Hombre,5,NA,ES52,Biparental con niños/as,En propiedad,NA,2.1,28563.4,NA,0,NA,994.38505
Mujer,57,Espana,ES52,Otros hogares,En propiedad,300,2,21628.2,8377.4,0,Moderadamente buena,2391.41405
Hombre,59,Espana,ES52,Otros hogares,En propiedad,200,2,21628.2,8377.4,0,Moderadamente buena,2391.41405
Hombre,23,Espana,ES52,Otros hogares,En propiedad,344,2,21628.2,4873.4,0,NA,2391.41405
Mujer,41,Espana,ES52,Monomarental con niños/as,En propiedad,300,1.3,9584.7,0,1,Moderadamente buena,1794.91613
Mujer,7,NA,ES52,Monomarental con niños/as,En propiedad,NA,1.3,9584.7,NA,1,NA,1794.91613
Hombre,84,Espana,ES52,Unipersonal,En propiedad,100,1,793.1,0,1,NA,1940.46053
Hombre,76,Espana,ES52,Unipersonal,En propiedad,500,1,88006.6,0,0,NA,2834.13774
Mujer,57,Espana,ES52,Biparental con niños/as,En propiedad,500,1.8,48894.2,0,0,Moderadamente buena,5236.46995
Hombre,55,Espana,ES52,Biparental con niños/as,En propiedad,500,1.8,48894.2,26355.1,0,Buena,5236.46995
Hombre,14,NA,ES52,Biparental con niños/as,En propiedad,NA,1.8,48894.2,NA,0,NA,5236.46995
Mujer,48,Espana,ES52,Monomarental con niños/as,En propiedad,500,1.8,13796.7,13790.1,1,Moderadamente mala,2289.59637
Mujer,17,Espana,ES52,Monomarental con niños/as,En propiedad,200,1.8,13796.7,0,1,NA,2289.59637
Mujer,12,NA,ES52,Monomarental con niños/as,En propiedad,NA,1.8,13796.7,NA,1,NA,2289.59637
Hombre,60,Espana,ES52,2 adultos sin niños,En propiedad,200,1.5,57120.2,41753.9,0,NA,1891.68203
Mujer,58,Espana,ES52,2 adultos sin niños,En propiedad,300,1.5,57120.2,15090.9,0,Buena,1891.68203
Hombre,75,Espana,ES52,Otros hogares,En propiedad,200,2,12376.5,0,1,NA,5895.17591
Mujer,74,Espana,ES52,Otros hogares,En propiedad,200,2,12376.5,0,1,NA,5895.17591
Mujer,43,Espana,ES52,Otros hogares,En propiedad,300,2,12376.5,0,1,Buena,5895.17591
Hombre,84,Espana,ES52,2 adultos sin niños,En propiedad,200,1.5,9145.2,0,1,NA,2371.48295
Hombre,21,Espana,ES52,2 adultos sin niños,En propiedad,200,1.5,9145.2,0,1,NA,2371.48295
Hombre,43,Espana,ES52,2 adultos sin niños,En propiedad,200,1.5,23396,2959.7,0,Buena,5265.02386
Mujer,41,Espana,ES52,2 adultos sin niños,En propiedad,300,1.5,23396,13271.6,0,Buena,5265.02386
Hombre,59,Espana,ES52,Biparental con niños/as,En propiedad,200,1.8,31291.8,0,0,Moderadamente buena,2997.53689
Mujer,44,Extranjero (resto mundo),ES52,Biparental con niños/as,En propiedad,300,1.8,31291.8,14090,0,Moderadamente buena,2997.53689
Hombre,13,NA,ES52,Biparental con niños/as,En propiedad,NA,1.8,31291.8,NA,0,NA,2997.53689
Hombre,32,Espana,ES61,Otros hogares,En alquiler,100,2.9,0,0,1,Moderadamente mala,1845.32732
Mujer,32,Espana,ES61,Otros hogares,En alquiler,100,2.9,0,0,1,Moderadamente buena,1845.32732
Mujer,12,NA,ES61,Otros hogares,En alquiler,NA,2.9,0,NA,1,NA,1845.32732
Mujer,10,NA,ES61,Otros hogares,En alquiler,NA,2.9,0,NA,1,NA,1845.32732
Hombre,4,NA,ES61,Otros hogares,En alquiler,NA,2.9,0,NA,1,NA,1845.32732
Mujer,59,Espana,ES61,Otros hogares,En alquiler,000,2.9,0,0,1,Moderadamente mala,1845.32732
Hombre,63,Extranjero (resto mundo),ES61,Otros hogares,En alquiler,100,2.8,6450.1,2080.9,1,NA,2882.39833
Mujer,57,Extranjero (resto mundo),ES61,Otros hogares,En alquiler,100,2.8,6450.1,0,1,Mala,2882.39833
Hombre,38,Extranjero (resto mundo),ES61,Otros hogares,En alquiler,100,2.8,6450.1,3177.8,1,Muy mala,2882.39833
Mujer,35,Extranjero (resto mundo),ES61,Otros hogares,En alquiler,100,2.8,6450.1,0,1,Mala,2882.39833
Hombre,14,NA,ES61,Otros hogares,En alquiler,NA,2.8,6450.1,NA,1,NA,2882.39833
Hombre,63,Extranjero (resto mundo),ES61,Otros hogares,En alquiler,100,4.7,36527.9,7718.6,1,NA,3248.20723
Mujer,55,Extranjero (resto mundo),ES61,Otros hogares,En alquiler,100,4.7,36527.9,7036.9,1,Mala,3248.20723
Hombre,36,Extranjero (resto mundo),ES61,Otros hogares,En alquiler,200,4.7,36527.9,8158.5,1,Moderadamente mala,3248.20723
Mujer,27,Extranjero (resto mundo),ES61,Otros hogares,En alquiler,200,4.7,36527.9,0,1,Mala,3248.20723
Mujer,21,Extranjero (resto mundo),ES61,Otros hogares,En alquiler,200,4.7,36527.9,0,1,NA,3248.20723
Hombre,33,Extranjero (resto mundo),ES61,Otros hogares,En alquiler,200,4.7,36527.9,6513.1,1,Mala,3248.20723
Hombre,2,NA,ES61,Otros hogares,En alquiler,NA,4.7,36527.9,NA,1,NA,3248.20723
Hombre,2,NA,ES61,Otros hogares,En alquiler,NA,4.7,36527.9,NA,1,NA,3248.20723
Hombre,3,NA,ES61,Otros hogares,En alquiler,NA,4.7,36527.9,NA,1,NA,3248.20723
Hombre,0,NA,ES61,Otros hogares,En alquiler,NA,4.7,36527.9,NA,1,NA,3248.20723
Mujer,54,Extranjero (resto mundo),ES61,Otros hogares,En alquiler,000,3.3,14810.2,1434.6,1,Mala,251.99785
Hombre,51,Extranjero (resto mundo),ES61,Otros hogares,En alquiler,300,3.3,14810.2,0,1,Moderadamente mala,251.99785
Hombre,25,Espana,ES61,Otros hogares,En alquiler,344,3.3,14810.2,0,1,NA,251.99785
Hombre,20,Espana,ES61,Otros hogares,En alquiler,344,3.3,14810.2,0,1,NA,251.99785
Mujer,16,NA,ES61,Otros hogares,En alquiler,NA,3.3,14810.2,NA,1,NA,251.99785
Hombre,14,NA,ES61,Otros hogares,En alquiler,NA,3.3,14810.2,NA,1,NA,251.99785
Mujer,36,Extranjero (resto mundo),ES61,2 adultos sin niños,En alquiler,300,1.5,18070.4,8816.7,0,Moderadamente buena,13699.04778
Hombre,40,Extranjero (resto mundo),ES61,2 adultos sin niños,En alquiler,300,1.5,18070.4,7933.1,0,Moderadamente mala,13699.04778
Hombre,38,Extranjero (resto mundo),ES61,Otros hogares,En alquiler,100,2.9,6974.5,6728.2,1,Mala,3179.21303
Mujer,34,Extranjero (resto mundo),ES61,Otros hogares,En alquiler,200,2.9,6974.5,0,1,NA,3179.21303
Mujer,10,NA,ES61,Otros hogares,En alquiler,NA,2.9,6974.5,NA,1,NA,3179.21303
Hombre,7,NA,ES61,Otros hogares,En alquiler,NA,2.9,6974.5,NA,1,NA,3179.21303
Hombre,5,NA,ES61,Otros hogares,En alquiler,NA,2.9,6974.5,NA,1,NA,3179.21303
Hombre,29,Extranjero (resto mundo),ES61,Otros hogares,En alquiler,000,2.9,6974.5,0,1,Mala,3179.21303
Hombre,45,Espana,ES61,Unipersonal,En propiedad,200,1,20654.9,19614.8,0,Moderadamente buena,2943.06122
Hombre,22,Espana,ES61,Otros hogares,En propiedad,500,2.8,40215.8,0,0,NA,1333.40404
Hombre,19,Espana,ES61,Otros hogares,En propiedad,200,2.8,40215.8,0,0,NA,1333.40404
Mujer,14,NA,ES61,Otros hogares,En propiedad,NA,2.8,40215.8,NA,0,NA,1333.40404
Mujer,51,Espana,ES61,Otros hogares,En propiedad,200,2.8,40215.8,5801.2,0,Moderadamente buena,1333.40404
Hombre,52,Espana,ES61,Otros hogares,En propiedad,200,2.8,40215.8,15547.3,0,Buena,1333.40404
Hombre,56,Espana,ES61,2 adultos sin niños,En propiedad,100,1.5,15925.9,0,0,Moderadamente buena,2180.05354
Mujer,56,Espana,ES61,2 adultos sin niños,En propiedad,100,1.5,15925.9,0,0,Moderadamente buena,2180.05354
Mujer,80,Espana,ES61,Unipersonal,En propiedad,200,1,10779.1,0,0,NA,2252.20472
Hombre,64,Extranjero (resto UE),ES61,2 adultos sin niños,En propiedad,500,1.5,11354.27,0,1,NA,1439.69731
Mujer,86,Extranjero (resto UE),ES61,2 adultos sin niños,En propiedad,500,1.5,11354.27,0,1,NA,1439.69731
Hombre,64,Extranjero (resto UE),ES61,Unipersonal,En propiedad,500,1,64.56,0,1,NA,2740.56086
Hombre,46,Espana,ES61,Otros hogares,En propiedad,200,2.3,39032.9,0,0,Moderadamente mala,3836.51653
Mujer,44,Espana,ES61,Otros hogares,En propiedad,200,2.3,39032.9,0,0,Moderadamente mala,3836.51653
Mujer,22,Espana,ES61,Otros hogares,En propiedad,344,2.3,39032.9,0,0,NA,3836.51653
Hombre,11,NA,ES61,Otros hogares,En propiedad,NA,2.3,39032.9,NA,0,NA,3836.51653
Mujer,77,Espana,ES61,Unipersonal,En propiedad,100,1,9120,0,0,NA,1109.37553
Mujer,61,Espana,ES61,2 adultos sin niños,En propiedad,100,1.5,22443.69,0,0,NA,1507.28604
Hombre,39,Espana,ES61,2 adultos sin niños,En propiedad,200,1.5,22443.69,13082,0,Moderadamente buena,1507.28604
Hombre,68,Espana,ES61,2 adultos sin niños,En propiedad,100,1.5,21728.1,0,0,NA,2169.33975
Mujer,53,Extranjero (resto mundo),ES61,2 adultos sin niños,En propiedad,100,1.5,21728.1,11913.3,0,Moderadamente buena,2169.33975
Hombre,57,Espana,ES61,2 adultos sin niños,En propiedad,100,1.5,8566.9,0,1,Moderadamente buena,1483.96835
Hombre,86,Espana,ES61,2 adultos sin niños,En propiedad,000,1.5,8566.9,0,1,NA,1483.96835
Hombre,80,Espana,ES61,2 adultos sin niños,En propiedad,100,1.5,11352.6,0,1,NA,1349.41841
Mujer,72,Espana,ES61,2 adultos sin niños,En propiedad,100,1.5,11352.6,0,1,NA,1349.41841
Hombre,40,Espana,ES61,Biparental con niños/as,En propiedad,300,2.1,24703.4,13079.2,0,Moderadamente buena,2357.77497
Mujer,39,Espana,ES61,Biparental con niños/as,En propiedad,200,2.1,24703.4,0,0,Moderadamente buena,2357.77497
Hombre,7,NA,ES61,Biparental con niños/as,En propiedad,NA,2.1,24703.4,NA,0,NA,2357.77497
Mujer,3,NA,ES61,Biparental con niños/as,En propiedad,NA,2.1,24703.4,NA,0,NA,2357.77497
Mujer,43,Espana,ES61,Biparental con niños/as,En propiedad,500,2.1,24492.1,9727.8,0,Moderadamente buena,6232.97647
Hombre,43,Espana,ES61,Biparental con niños/as,En propiedad,300,2.1,24492.1,14027.7,0,Buena,6232.97647
Mujer,13,NA,ES61,Biparental con niños/as,En propiedad,NA,2.1,24492.1,NA,0,NA,6232.97647
Mujer,11,NA,ES61,Biparental con niños/as,En propiedad,NA,2.1,24492.1,NA,0,NA,6232.97647
Hombre,41,Espana,ES61,Biparental con niños/as,En propiedad,300,1.8,13860.88,4421.4,1,Moderadamente buena,1321.19685
Mujer,39,Espana,ES61,Biparental con niños/as,En propiedad,200,1.8,13860.88,4867.28,1,Moderadamente buena,1321.19685
Hombre,1,NA,ES61,Biparental con niños/as,En propiedad,NA,1.8,13860.88,NA,1,NA,1321.19685
Mujer,86,Espana,ES61,Otros hogares,En propiedad,100,2,40001.7,0,0,NA,640.17704
Mujer,54,Espana,ES61,Otros hogares,En propiedad,200,2,40001.7,0,0,Moderadamente buena,640.17704
Hombre,56,Espana,ES61,Otros hogares,En propiedad,200,2,40001.7,0,0,Moderadamente mala,640.17704
Hombre,48,Espana,ES61,Biparental con niños/as,En propiedad,300,2.1,26750.5,22773.6,0,Buena,1897.91649
Mujer,42,Espana,ES61,Biparental con niños/as,En propiedad,500,2.1,26750.5,2856.2,0,Muy buena,1897.91649
Hombre,11,NA,ES61,Biparental con niños/as,En propiedad,NA,2.1,26750.5,NA,0,NA,1897.91649
Mujer,6,NA,ES61,Biparental con niños/as,En propiedad,NA,2.1,26750.5,NA,0,NA,1897.91649
Mujer,41,Espana,ES61,Biparental con niños/as,En propiedad,200,1.8,26066.65,3579.25,0,Moderadamente buena,4027.58999
Hombre,41,Espana,ES61,Biparental con niños/as,En propiedad,200,1.8,26066.65,13782.4,0,Buena,4027.58999
Mujer,9,NA,ES61,Biparental con niños/as,En propiedad,NA,1.8,26066.65,NA,0,NA,4027.58999
Hombre,55,Espana,ES61,Unipersonal,En propiedad,100,1,0,0,1,Moderadamente mala,4742.11198
Mujer,49,Extranjero (resto mundo),ES61,Biparental con niños/as,En alquiler,300,2.4,20680.64,0,1,Moderadamente buena,5052.87765
Hombre,42,Extranjero (resto mundo),ES61,Biparental con niños/as,En alquiler,500,2.4,20680.64,20680.64,1,Moderadamente buena,5052.87765
Hombre,11,NA,ES61,Biparental con niños/as,En alquiler,NA,2.4,20680.64,NA,1,NA,5052.87765
Hombre,8,NA,ES61,Biparental con niños/as,En alquiler,NA,2.4,20680.64,NA,1,NA,5052.87765
Hombre,12,NA,ES61,Biparental con niños/as,En alquiler,NA,2.4,20680.64,NA,1,NA,5052.87765
Hombre,50,Espana,ES61,2 adultos sin niños,En propiedad,300,1.5,21641,12126.8,0,Moderadamente mala,6936.07677
Hombre,33,Espana,ES61,2 adultos sin niños,En propiedad,200,1.5,21641,9301,0,Moderadamente mala,6936.07677
Mujer,70,Espana,ES61,2 adultos sin niños,En propiedad,100,1.5,12678.3,0,1,NA,8773.89026
Hombre,74,Espana,ES61,2 adultos sin niños,En propiedad,500,1.5,12678.3,0,1,NA,8773.89026
Hombre,78,Espana,ES41,2 adultos sin niños,En propiedad,500,1.5,64360.6,0,0,NA,1448.57633
Mujer,75,Espana,ES41,2 adultos sin niños,En propiedad,500,1.5,64360.6,0,0,NA,1448.57633
Mujer,56,Espana,ES41,Monomarental con niños/as,En propiedad,500,2,48269.2,27017.9,0,Moderadamente buena,1317.60837
Hombre,23,Espana,ES41,Monomarental con niños/as,En propiedad,344,2,48269.2,0,0,NA,1317.60837
Hombre,19,Espana,ES41,Monomarental con niños/as,En propiedad,344,2,48269.2,0,0,NA,1317.60837
Hombre,71,Espana,ES41,2 adultos sin niños,En propiedad,500,1.5,36152.3,0,0,NA,1257.72897
Mujer,69,Espana,ES41,2 adultos sin niños,En propiedad,500,1.5,36152.3,0,0,NA,1257.72897
Mujer,83,Espana,ES41,Unipersonal,En propiedad,200,1,10980.4,0,0,NA,2682.61956
Mujer,45,Extranjero (resto mundo),ES41,Otros hogares,En alquiler,500,3.5,18374.1,0,1,Moderadamente mala,1289.47714
Mujer,71,Extranjero (resto mundo),ES41,Otros hogares,En alquiler,200,3.5,18374.1,0,1,NA,1289.47714
Hombre,45,Extranjero (resto mundo),ES41,Otros hogares,En alquiler,500,3.5,18374.1,0,1,Moderadamente mala,1289.47714
Mujer,15,NA,ES41,Otros hogares,En alquiler,NA,3.5,18374.1,NA,1,NA,1289.47714
Hombre,23,Extranjero (resto mundo),ES41,Otros hogares,En alquiler,500,3.5,18374.1,0,1,NA,1289.47714
Mujer,15,NA,ES41,Otros hogares,En alquiler,NA,3.5,18374.1,NA,1,NA,1289.47714
Mujer,71,Espana,ES41,2 adultos sin niños,En propiedad,300,1.5,27822.6,0,0,NA,1257.72897
Hombre,72,Espana,ES41,2 adultos sin niños,En propiedad,300,1.5,27822.6,0,0,NA,1257.72897
Hombre,59,Espana,ES41,Otros hogares,En propiedad,300,2.5,73706.3,25465.9,0,Moderadamente mala,2383.20865
Mujer,55,Espana,ES41,Otros hogares,En propiedad,500,2.5,73706.3,15440.8,0,Moderadamente mala,2383.20865
Hombre,30,Espana,ES41,Otros hogares,En propiedad,500,2.5,73706.3,12018.8,0,Moderadamente buena,2383.20865
Mujer,27,Espana,ES41,Otros hogares,En propiedad,500,2.5,73706.3,19243.1,0,Moderadamente buena,2383.20865
Hombre,46,Espana,ES41,Biparental con niños/as,En alquiler,100,2.5,28375.6,8889.1,0,Moderadamente buena,1793.2483
Mujer,43,Espana,ES41,Biparental con niños/as,En alquiler,100,2.5,28375.6,0,0,Moderadamente buena,1793.2483
Mujer,19,Espana,ES41,Biparental con niños/as,En alquiler,344,2.5,28375.6,0,0,NA,1793.2483
Hombre,16,NA,ES41,Biparental con niños/as,En alquiler,NA,2.5,28375.6,NA,0,NA,1793.2483
Mujer,76,Espana,ES41,Otros hogares,En propiedad,100,2,46561.8,0,0,NA,1953.03318
Hombre,77,Espana,ES41,Otros hogares,En propiedad,100,2,46561.8,0,0,NA,1953.03318
Mujer,45,Espana,ES41,Otros hogares,En propiedad,500,2,46561.8,0,0,Moderadamente buena,1953.03318
Mujer,73,Espana,ES41,Otros hogares,En propiedad,100,2,36341.7,0,0,NA,1838.93274
Hombre,46,Espana,ES41,Otros hogares,En propiedad,200,2,36341.7,6622.8,0,Buena,1838.93274
Hombre,42,Espana,ES41,Otros hogares,En propiedad,200,2,36341.7,0,0,Buena,1838.93274
Hombre,51,Espana,ES41,Unipersonal,En propiedad,300,1,40374.1,0,0,NA,2669.09878
Mujer,75,Espana,ES41,Unipersonal,En propiedad,100,1,2620.9,1126,1,NA,1238.42064
Hombre,48,Espana,ES41,Biparental con niños/as,En propiedad,500,2.1,17311.1,0,1,Buena,948.07241
Mujer,43,Espana,ES41,Biparental con niños/as,En propiedad,500,2.1,17311.1,0,1,Buena,948.07241
Mujer,14,NA,ES41,Biparental con niños/as,En propiedad,NA,2.1,17311.1,NA,1,NA,948.07241
Mujer,11,NA,ES41,Biparental con niños/as,En propiedad,NA,2.1,17311.1,NA,1,NA,948.07241
Hombre,46,Espana,ES41,Biparental con niños/as,En alquiler,200,1.8,19146.3,18187.1,0,Moderadamente mala,1024.95258
Mujer,44,Espana,ES41,Biparental con niños/as,En alquiler,500,1.8,19146.3,0,0,Mala,1024.95258
Mujer,12,NA,ES41,Biparental con niños/as,En alquiler,NA,1.8,19146.3,NA,0,NA,1024.95258
Hombre,41,Espana,ES41,Biparental con niños/as,En propiedad,200,1.8,24944,18118.8,0,Moderadamente buena,2342.59933
Mujer,40,Espana,ES41,Biparental con niños/as,En propiedad,200,1.8,24944,6628.7,0,Moderadamente buena,2342.59933
Hombre,6,NA,ES41,Biparental con niños/as,En propiedad,NA,1.8,24944,NA,0,NA,2342.59933
Hombre,78,Espana,ES41,Otros hogares,En propiedad,100,2,32153.5,0,0,NA,2047.4311
Mujer,86,Espana,ES41,Otros hogares,En propiedad,000,2,32153.5,0,0,NA,2047.4311
Mujer,72,Espana,ES41,Otros hogares,En propiedad,100,2,32153.5,0,0,NA,2047.4311
Mujer,83,Espana,ES41,Unipersonal,En propiedad,000,1,9238.5,0,0,NA,2362.16881
Mujer,69,Espana,ES41,Otros hogares,En propiedad,000,2,49709.8,0,0,NA,189.13818
Hombre,69,Espana,ES41,Otros hogares,En propiedad,100,2,49709.8,0,0,NA,189.13818
Hombre,33,Espana,ES41,Otros hogares,En propiedad,200,2,49709.8,17740.5,0,Moderadamente buena,189.13818
Mujer,28,Extranjero (resto mundo),ES41,Biparental con niños/as,En propiedad,344,1.8,25530.6,8432.5,0,Moderadamente mala,2326.60898
Hombre,2,NA,ES41,Biparental con niños/as,En propiedad,NA,1.8,25530.6,NA,0,NA,2326.60898
Hombre,33,Espana,ES41,Biparental con niños/as,En propiedad,500,1.8,25530.6,14931.7,0,Moderadamente mala,2326.60898
Hombre,57,Espana,ES43,Unipersonal,En propiedad,500,1,35614.1,33123,0,Buena,175.23934
Mujer,86,Espana,ES43,Unipersonal,En propiedad,200,1,9282.6,0,0,NA,1248.04026
Mujer,27,Extranjero (resto UE),ES43,Otros hogares,En alquiler,344,2.6,13986.7,4982.6,1,Mala,855.39619
