DB010,DB020,DB030,DB040,DB040_F,DB060,DB060_F,DB090,DB090_F,DB100,DB100_F
2019,ES,582,ES43,1,443,2,796.62506,1,1,1
2019,ES,583,ES43,1,443,2,579.64854,1,1,1
2019,ES,584,ES43,1,443,2,583.98238,1,1,1
2019,ES,585,ES43,1,443,2,953.25728,1,1,1
2019,ES,586,ES43,1,443,2,731.07960,1,1,1
2019,ES,587,ES43,1,443,2,936.31512,1,1,1
2019,ES,589,ES43,1,446,2,396.96171,1,3,1
2019,ES,590,ES43,1,446,2,239.89539,1,3,1
2019,ES,591,ES43,1,446,2,408.64941,1,3,1
2019,ES,592,ES43,1,446,2,354.27201,1,3,1
2019,ES,593,ES43,1,446,2,120.24833,1,3,1
2019,ES,594,ES43,1,446,2,2909.60236,1,3,1
2019,ES,595,ES43,1,446,2,140.75264,1,3,1
2019,ES,597,ES43,1,446,2,415.77707,1,3,1
2019,ES,598,ES43,1,446,2,416.42577,1,3,1
2019,ES,599,ES43,1,446,2,120.24833,1,3,1
