DB010,DB020,DB030,DB040,DB040_F,DB060,DB060_F,DB090,DB090_F,DB100,DB100_F
2019,ES,6376,ES24,1,1956,2,1032.07306,1,1,1
2019,ES,6377,ES24,1,1956,2,836.22494,1,1,1
2019,ES,6379,ES24,1,1956,2,1382.21363,1,1,1
2019,ES,6380,ES24,1,1956,2,1206.81205,1,1,1
2019,ES,6381,ES24,1,1956,2,836.22494,1,1,1
2019,ES,6382,ES24,1,1963,2,1032.07306,1,1,1
2019,ES,6384,ES24,1,1963,2,1736.25877,1,1,1
2019,ES,6385,ES24,1,1963,2,836.22494,1,1,1
2019,ES,6387,ES24,1,1963,2,1257.33580,1,1,1
2019,ES,6390,ES63,1,1969,2,203.86847,1,1,1
2019,ES,6391,ES63,1,1970,2,410.50133,1,1,1
2019,ES,6392,ES63,1,1970,2,259.47132,1,1,1
2019,ES,6393,ES63,1,1970,2,230.32532,1,1,1
2019,ES,6394,ES63,1,1970,2,108.67673,1,1,1
2019,ES,6396,ES63,1,1970,2,118.97007,1,1,1
2019,ES,6397,ES63,1,1970,2,272.70021,1,1,1
2019,ES,6399,ES63,1,1970,2,241.84722,1,1,1
2019,ES,6401,ES63,1,1974,2,515.64206,1,1,1
2019,ES,6405,ES63,1,1974,2,287.79581,1,1,1
2019,ES,6406,ES63,1,1974,2,238.07219,1,1,1
2019,ES,6409,ES63,1,1974,2,40.18075,1,1,1
2019,ES,6412,ES63,1,1977,2,331.06226,1,1,1
2019,ES,6414,ES63,1,1977,2,56.31039,1,1,1
2019,ES,6415,ES63,1,1977,2,211.20830,1,1,1
2019,ES,6416,ES63,1,1977,2,155.61084,1,1,1
2019,ES,6418,ES63,1,1977,2,331.06226,1,1,1
2019,ES,6420,ES63,1,1977,2,202.76981,1,1,1
2019,ES,6421,ES63,1,1977,2,109.75142,1,1,1
2019,ES,6423,ES64,1,1989,2,188.17635,1,1,1
2019,ES,6424,ES64,1,1989,2,96.29056,1,1,1
2019,ES,6425,ES64,1,1989,2,344.98987,1,1,1
2019,ES,6426,ES64,1,1989,2,202.08952,1,1,1
2019,ES,6427,ES64,1,1989,2,187.94067,1,1,1
2019,ES,6429,ES64,1,1989,2,134.64810,1,1,1
2019,ES,6430,ES64,1,1989,2,179.49443,1,1,1
2019,ES,6431,ES64,1,1990,2,298.28816,1,1,1
2019,ES,6432,ES64,1,1990,2,166.18785,1,1,1
2019,ES,6433,ES64,1,1990,2,266.19555,1,1,1
2019,ES,6434,ES64,1,1990,2,155.55547,1,1,1
2019,ES,6435,ES64,1,1990,2,312.03957,1,1,1
2019,ES,6436,ES64,1,1990,2,52.62701,1,1,1
2019,ES,6437,ES64,1,1990,2,63.19223,1,1,1
2019,ES,6438,ES64,1,1990,2,149.13519,1,1,1
2019,ES,6439,ES64,1,1990,2,188.70961,1,1,1
2019,ES,6440,ES64,1,1993,2,145.89052,1,1,1
2019,ES,6441,ES64,1,1993,2,64.84496,1,1,1
2019,ES,6444,ES64,1,1993,2,58.85145,1,1,1
2019,ES,6445,ES64,1,1993,2,191.75274,1,1,1
2019,ES,6446,ES64,1,1993,2,414.17304,1,1,1
2019,ES,6450,ES64,1,1994,2,60.08115,1,1,1
2019,ES,6451,ES64,1,1994,2,142.70464,1,1,1
2019,ES,6452,ES64,1,1994,2,165.87176,1,1,1
2019,ES,6453,ES64,1,1994,2,122.16330,1,1,1
2019,ES,6454,ES64,1,1994,2,138.96996,1,1,1
2019,ES,6455,ES64,1,1994,2,414.17304,1,1,1
2019,ES,6456,ES64,1,1994,2,1621.45205,1,1,1
2019,ES,6458,ES64,1,1994,2,287.79581,1,1,1
2019,ES,6459,ES64,1,1997,2,674.32680,1,1,1
2019,ES,6460,ES64,1,1997,2,90.87204,1,1,1
2019,ES,6461,ES64,1,1997,2,278.52247,1,1,1
2019,ES,6462,ES64,1,1997,2,393.50645,1,1,1
2019,ES,6463,ES64,1,1997,2,189.71011,1,1,1
2019,ES,6464,ES64,1,1997,2,193.32988,1,1,1
2019,ES,6465,ES64,1,1997,2,189.71011,1,1,1
2019,ES,6466,ES64,1,1997,2,242.54094,1,1,1
2019,ES,6467,ES64,1,1997,2,127.89618,1,1,1
2019,ES,6468,ES64,1,1997,2,54.43566,1,1,1
2019,ES,6473,ES21,1,9,2,522.89645,1,1,1
2019,ES,6474,ES21,1,9,2,704.66221,1,1,1
2019,ES,6476,ES21,1,9,2,841.24114,1,1,1
2019,ES,6477,ES21,1,9,2,802.94536,1,1,1
2019,ES,6478,ES21,1,9,2,518.22131,1,1,1
2019,ES,6479,ES21,1,9,2,1125.41462,1,1,1
2019,ES,6482,ES21,1,13,2,518.22131,1,1,1
2019,ES,6483,ES21,1,13,2,524.79268,1,1,1
2019,ES,6485,ES21,1,13,2,701.15274,1,1,1
2019,ES,6486,ES21,1,13,2,630.01147,1,1,1
2019,ES,6488,ES21,1,13,2,522.72600,1,1,1
2019,ES,6490,ES21,1,13,2,501.18941,1,1,1
2019,ES,6491,ES21,1,13,2,461.42868,1,1,1
2019,ES,6492,ES21,1,13,2,1100.47756,1,1,1
2019,ES,6493,ES42,1,25,2,271.15746,1,1,1
2019,ES,6495,ES42,1,25,2,432.06139,1,1,1
2019,ES,6496,ES42,1,25,2,561.91920,1,1,1
2019,ES,6501,ES42,1,25,2,656.34781,1,1,1
2019,ES,6503,ES42,1,25,2,407.81691,1,1,1
2019,ES,6504,ES42,1,25,2,125.73532,1,1,1
2019,ES,6506,ES42,1,33,2,495.69185,1,3,1
2019,ES,6507,ES42,1,33,2,431.40057,1,3,1
2019,ES,6508,ES42,1,33,2,338.06377,1,3,1
2019,ES,6509,ES42,1,33,2,413.25569,1,3,1
2019,ES,6511,ES42,1,33,2,342.43164,1,3,1
2019,ES,6512,ES42,1,33,2,403.60290,1,3,1
2019,ES,6513,ES42,1,33,2,818.17257,1,3,1
2019,ES,6514,ES42,1,33,2,787.74598,1,3,1
2019,ES,6516,ES42,1,33,2,413.25569,1,3,1
2019,ES,6517,ES42,1,36,2,913.30432,1,3,1
2019,ES,6520,ES42,1,36,2,1691.91021,1,3,1
2019,ES,6521,ES42,1,36,2,628.49288,1,3,1
2019,ES,6523,ES42,1,36,2,1029.58384,1,3,1
2019,ES,6524,ES42,1,36,2,342.43164,1,3,1
2019,ES,6525,ES42,1,36,2,413.25569,1,3,1
2019,ES,6526,ES42,1,36,2,413.25569,1,3,1
2019,ES,6528,ES42,1,36,2,504.34434,1,3,1
2019,ES,6529,ES42,1,37,2,749.40708,1,3,1
2019,ES,6530,ES42,1,37,2,313.45094,1,3,1
2019,ES,6531,ES42,1,37,2,545.06137,1,3,1
2019,ES,6532,ES42,1,37,2,217.81083,1,3,1
2019,ES,6533,ES42,1,37,2,377.87151,1,3,1
2019,ES,6536,ES42,1,37,2,393.14289,1,3,1
2019,ES,6541,ES42,1,1687,2,736.15937,1,3,1
2019,ES,6543,ES42,1,1687,2,356.84392,1,3,1
2019,ES,6544,ES42,1,1687,2,549.51651,1,3,1
2019,ES,6547,ES42,1,1687,2,483.89372,1,3,1
2019,ES,6548,ES42,1,1687,2,331.96069,1,3,1
2019,ES,6549,ES42,1,1687,2,473.79306,1,3,1
2019,ES,6551,ES42,1,1687,2,1086.99886,1,3,1
2019,ES,6552,ES42,1,1687,2,467.91772,1,3,1
2019,ES,6553,ES52,1,41,2,1325.05123,1,2,1
2019,ES,6557,ES52,1,41,2,2283.36572,1,2,1
2019,ES,6559,ES52,1,41,2,695.31483,1,2,1
2019,ES,6561,ES52,1,41,2,782.27364,1,2,1
2019,ES,6565,ES52,1,45,2,2029.76700,1,1,1
2019,ES,6568,ES52,1,45,2,1337.63433,1,1,1
2019,ES,6569,ES52,1,45,2,1151.65206,1,1,1
2019,ES,6570,ES52,1,45,2,1210.80548,1,1,1
2019,ES,6571,ES52,1,45,2,478.23440,1,1,1
2019,ES,6572,ES52,1,45,2,444.05461,1,1,1
2019,ES,6574,ES52,1,45,2,1332.33410,1,1,1
2019,ES,6576,ES52,1,45,2,1151.65206,1,1,1
2019,ES,6580,ES52,1,51,2,1415.74151,1,1,1
2019,ES,6581,ES52,1,51,2,1067.94020,1,1,1
2019,ES,6583,ES52,1,51,2,1077.97007,1,1,1
2019,ES,6585,ES52,1,51,2,781.13117,1,1,1
2019,ES,6587,ES52,1,51,2,3060.17181,1,1,1
2019,ES,6588,ES52,1,51,2,1415.74151,1,1,1
2019,ES,6589,ES52,1,53,2,1191.04765,1,1,1
2019,ES,6591,ES52,1,53,2,781.13117,1,1,1
2019,ES,6593,ES52,1,53,2,1031.89423,1,1,1
2019,ES,6594,ES52,1,53,2,1332.33410,1,1,1
2019,ES,6595,ES52,1,53,2,1022.52093,1,1,1
2019,ES,6596,ES52,1,53,2,1022.52093,1,1,1
2019,ES,6598,ES52,1,53,2,3560.39120,1,1,1
2019,ES,6600,ES52,1,53,2,706.87522,1,1,1
2019,ES,6601,ES52,1,55,2,862.90022,1,3,1
2019,ES,6602,ES52,1,55,2,642.73878,1,3,1
2019,ES,6603,ES52,1,55,2,925.81432,1,3,1
2019,ES,6604,ES52,1,55,2,717.25141,1,3,1
2019,ES,6605,ES52,1,55,2,945.47474,1,3,1
2019,ES,6607,ES52,1,55,2,725.33975,1,3,1
2019,ES,6608,ES52,1,55,2,1263.35989,1,3,1
2019,ES,6611,ES52,1,55,2,1263.35989,1,3,1
2019,ES,6612,ES52,1,55,2,697.29658,1,3,1
2019,ES,6615,ES52,1,57,2,393.98576,1,1,1
2019,ES,6616,ES52,1,57,2,449.12023,1,1,1
2019,ES,6618,ES52,1,57,2,286.74131,1,1,1
2019,ES,6621,ES52,1,57,2,1512.90276,1,1,1
2019,ES,6623,ES52,1,57,2,663.98946,1,1,1
2019,ES,6624,ES52,1,57,2,1131.96964,1,1,1
2019,ES,6626,ES52,1,59,2,1105.28378,1,3,1
2019,ES,6627,ES52,1,59,2,862.90022,1,3,1
2019,ES,6628,ES52,1,59,2,725.33975,1,3,1
2019,ES,6629,ES52,1,59,2,1079.85135,1,3,1
2019,ES,6631,ES52,1,59,2,729.55560,1,3,1
2019,ES,6633,ES52,1,59,2,1274.35659,1,3,1
2019,ES,6634,ES52,1,59,2,862.90022,1,3,1
2019,ES,6635,ES52,1,59,2,1805.73245,1,3,1
2019,ES,6636,ES52,1,59,2,632.95189,1,3,1
2019,ES,6638,ES52,1,61,2,1078.67014,1,2,1
2019,ES,6639,ES52,1,61,2,2226.46628,1,2,1
2019,ES,6641,ES52,1,61,2,1209.25203,1,2,1
2019,ES,6642,ES52,1,61,2,1077.00767,1,2,1
2019,ES,6643,ES52,1,61,2,1404.53621,1,2,1
2019,ES,6644,ES52,1,61,2,2964.81801,1,2,1
2019,ES,6647,ES52,1,61,2,1264.18245,1,2,1
2019,ES,6648,ES52,1,61,2,2065.32958,1,2,1
2019,ES,6649,ES52,1,62,2,612.21210,1,3,1
2019,ES,6651,ES52,1,62,2,940.26830,1,3,1
2019,ES,6652,ES52,1,62,2,884.23817,1,3,1
2019,ES,6653,ES52,1,62,2,664.01412,1,3,1
2019,ES,6654,ES52,1,62,2,857.99001,1,3,1
2019,ES,6655,ES52,1,62,2,1227.99607,1,3,1
2019,ES,6658,ES52,1,62,2,1223.13027,1,3,1
2019,ES,6659,ES52,1,62,2,1805.73245,1,3,1
2019,ES,6660,ES52,1,62,2,938.71072,1,3,1
2019,ES,6661,ES52,1,63,2,870.48958,1,2,1
2019,ES,6662,ES52,1,63,2,1292.59270,1,2,1
2019,ES,6663,ES52,1,63,2,1782.61186,1,2,1
2019,ES,6664,ES52,1,63,2,609.91515,1,2,1
2019,ES,6665,ES52,1,63,2,929.58572,1,2,1
2019,ES,6666,ES52,1,63,2,453.40632,1,2,1
2019,ES,6667,ES52,1,63,2,834.43854,1,2,1
2019,ES,6668,ES52,1,63,2,856.94877,1,2,1
2019,ES,6670,ES52,1,63,2,1441.76532,1,2,1
2019,ES,6672,ES52,1,63,2,813.90055,1,2,1
2019,ES,6673,ES52,1,69,2,809.09481,1,1,1
2019,ES,6674,ES52,1,69,2,701.56791,1,1,1
2019,ES,6675,ES52,1,69,2,325.74782,1,1,1
2019,ES,6677,ES52,1,69,2,717.86981,1,1,1
2019,ES,6678,ES52,1,69,2,849.50349,1,1,1
2019,ES,6679,ES52,1,69,2,717.86981,1,1,1
2019,ES,6680,ES52,1,69,2,613.34938,1,1,1
2019,ES,6682,ES52,1,69,2,523.79284,1,1,1
2019,ES,6683,ES52,1,69,2,638.83082,1,1,1
2019,ES,6684,ES52,1,69,2,321.53573,1,1,1
2019,ES,6685,ES52,1,73,2,724.45042,1,1,1
2019,ES,6688,ES52,1,73,2,935.37687,1,1,1
2019,ES,6693,ES52,1,73,2,787.95960,1,1,1
2019,ES,6694,ES52,1,73,2,554.69646,1,1,1
2019,ES,6695,ES52,1,73,2,808.52746,1,1,1
2019,ES,6696,ES52,1,73,2,817.82566,1,1,1
2019,ES,6697,ES52,1,75,2,927.80978,1,2,1
2019,ES,6698,ES52,1,75,2,379.39606,1,2,1
2019,ES,6701,ES52,1,75,2,887.23300,1,2,1
2019,ES,6702,ES52,1,75,2,315.45068,1,2,1
2019,ES,6704,ES52,1,75,2,585.80163,1,2,1
2019,ES,6706,ES52,1,75,2,971.89912,1,2,1
2019,ES,6709,ES52,1,78,2,950.02851,1,3,1
2019,ES,6711,ES52,1,78,2,900.29798,1,3,1
2019,ES,6712,ES52,1,78,2,950.02851,1,3,1
2019,ES,6713,ES52,1,78,2,950.02851,1,3,1
2019,ES,6714,ES52,1,78,2,839.68657,1,3,1
2019,ES,6715,ES52,1,78,2,1070.00480,1,3,1
2019,ES,6717,ES52,1,78,2,1194.81726,1,3,1
2019,ES,6718,ES52,1,78,2,573.63812,1,3,1
2019,ES,6719,ES52,1,78,2,1194.81726,1,3,1
2019,ES,6721,ES52,1,81,2,606.79417,1,3,1
2019,ES,6723,ES52,1,81,2,1084.03236,1,3,1
2019,ES,6725,ES52,1,81,2,705.08740,1,3,1
2019,ES,6726,ES52,1,81,2,829.21432,1,3,1
2019,ES,6727,ES52,1,81,2,538.95788,1,3,1
2019,ES,6728,ES52,1,81,2,2715.12572,1,3,1
2019,ES,6729,ES52,1,81,2,1033.54974,1,3,1
2019,ES,6731,ES52,1,81,2,3078.22836,1,3,1
2019,ES,6733,ES52,1,89,2,1113.70264,1,2,1
2019,ES,6734,ES52,1,89,2,393.98576,1,2,1
2019,ES,6735,ES52,1,89,2,693.49698,1,2,1
2019,ES,6737,ES52,1,89,2,436.20613,1,2,1
2019,ES,6738,ES52,1,89,2,829.21432,1,2,1
2019,ES,6740,ES52,1,89,2,801.45858,1,2,1
2019,ES,6742,ES52,1,89,2,829.21432,1,2,1
2019,ES,6743,ES52,1,89,2,693.05564,1,2,1
2019,ES,6744,ES52,1,89,2,693.05564,1,2,1
2019,ES,6745,ES52,1,880,2,513.92183,1,2,1
2019,ES,6747,ES52,1,880,2,1119.27394,1,2,1
2019,ES,6752,ES52,1,880,2,1147.92320,1,2,1
2019,ES,6754,ES52,1,880,2,705.51374,1,2,1
2019,ES,6755,ES52,1,880,2,410.26046,1,2,1
2019,ES,6756,ES52,1,880,2,1818.83237,1,2,1
2019,ES,6757,ES52,1,882,2,1635.38532,1,2,1
2019,ES,6758,ES52,1,882,2,1330.12103,1,2,1
2019,ES,6759,ES52,1,882,2,988.90704,1,2,1
2019,ES,6762,ES52,1,882,2,974.30889,1,2,1
2019,ES,6763,ES52,1,882,2,950.02851,1,2,1
2019,ES,6764,ES52,1,882,2,1070.00480,1,2,1
2019,ES,6765,ES52,1,882,2,809.39454,1,2,1
2019,ES,6768,ES52,1,882,2,381.37691,1,2,1
2019,ES,6769,ES52,1,4142,2,845.75668,1,1,1
2019,ES,6770,ES52,1,4142,2,408.45317,1,1,1
2019,ES,6772,ES52,1,4142,2,631.26101,1,1,1
2019,ES,6773,ES52,1,4142,2,659.89448,1,1,1
2019,ES,6774,ES52,1,4142,2,521.95714,1,1,1
2019,ES,6775,ES52,1,4142,2,502.77405,1,1,1
2019,ES,6776,ES52,1,4142,2,535.88845,1,1,1
2019,ES,6777,ES52,1,4142,2,1425.01577,1,1,1
2019,ES,6778,ES52,1,4142,2,554.69646,1,1,1
2019,ES,6779,ES52,1,4142,2,827.36003,1,1,1
2019,ES,6780,ES52,1,4142,2,292.57446,1,1,1
2019,ES,6781,ES52,1,4143,2,701.56791,1,1,1
2019,ES,6783,ES52,1,4143,2,657.62021,1,1,1
2019,ES,6785,ES52,1,4143,2,749.75680,1,1,1
2019,ES,6786,ES52,1,4143,2,562.18591,1,1,1
2019,ES,6789,ES52,1,4143,2,698.91877,1,1,1
2019,ES,6790,ES52,1,4143,2,680.29194,1,1,1
2019,ES,6791,ES52,1,4143,2,3011.46945,1,1,1
2019,ES,6792,ES52,1,4143,2,673.93550,1,1,1
2019,ES,6793,ES61,1,107,2,633.36888,1,2,1
2019,ES,6794,ES61,1,107,2,1018.80072,1,2,1
2019,ES,6795,ES61,1,107,2,936.84664,1,2,1
2019,ES,6796,ES61,1,107,2,800.05485,1,2,1
2019,ES,6797,ES61,1,107,2,1359.31951,1,2,1
2019,ES,6798,ES61,1,107,2,892.17470,1,2,1
2019,ES,6799,ES61,1,107,2,957.33372,1,2,1
2019,ES,6800,ES61,1,107,2,976.53009,1,2,1
2019,ES,6801,ES61,1,107,2,900.91424,1,2,1
2019,ES,6802,ES61,1,107,2,311.35550,1,2,1
2019,ES,6803,ES61,1,107,2,1032.67345,1,2,1
2019,ES,6805,ES41,1,114,2,311.56616,1,2,1
2019,ES,6806,ES41,1,114,2,829.79539,1,2,1
2019,ES,6809,ES41,1,114,2,583.10926,1,2,1
2019,ES,6811,ES41,1,114,2,2055.76719,1,2,1
2019,ES,6813,ES41,1,114,2,635.48004,1,2,1
2019,ES,6816,ES41,1,114,2,743.67119,1,2,1
2019,ES,6817,ES41,1,117,2,480.27067,1,3,1
2019,ES,6823,ES41,1,117,2,595.25446,1,3,1
2019,ES,6825,ES41,1,117,2,328.70027,1,3,1
2019,ES,6826,ES41,1,117,2,799.20040,1,3,1
2019,ES,6828,ES41,1,117,2,758.80620,1,3,1
2019,ES,6829,ES43,1,130,2,426.61382,1,1,1
2019,ES,6830,ES43,1,130,2,198.24679,1,1,1
2019,ES,6833,ES43,1,130,2,212.58420,1,1,1
2019,ES,6835,ES43,1,130,2,347.94570,1,1,1
2019,ES,6836,ES43,1,130,2,426.61382,1,1,1
2019,ES,6840,ES43,1,130,2,347.94570,1,1,1
2019,ES,6843,ES43,1,131,2,200.84114,1,1,1
2019,ES,6845,ES43,1,131,2,825.16278,1,1,1
2019,ES,6847,ES43,1,131,2,188.67713,1,1,1
2019,ES,6850,ES43,1,131,2,212.58420,1,1,1
2019,ES,6851,ES43,1,131,2,270.92240,1,1,1
2019,ES,6852,ES43,1,131,2,198.19464,1,1,1
2019,ES,6855,ES43,1,134,2,231.05971,1,1,1
2019,ES,6856,ES43,1,134,2,410.00739,1,1,1
2019,ES,6857,ES43,1,134,2,578.53347,1,1,1
2019,ES,6858,ES43,1,134,2,439.70648,1,1,1
2019,ES,6859,ES43,1,134,2,453.28205,1,1,1
2019,ES,6861,ES43,1,134,2,387.38961,1,1,1
2019,ES,6863,ES43,1,134,2,385.31354,1,1,1
2019,ES,6865,ES43,1,139,2,456.61401,1,3,1
2019,ES,6867,ES43,1,139,2,605.46440,1,3,1
2019,ES,6868,ES43,1,139,2,260.21331,1,3,1
2019,ES,6870,ES43,1,139,2,376.01585,1,3,1
2019,ES,6871,ES43,1,139,2,802.93219,1,3,1
2019,ES,6874,ES43,1,139,2,336.37674,1,3,1
2019,ES,6876,ES43,1,139,2,310.84377,1,3,1
2019,ES,6877,ES43,1,143,2,333.21221,1,3,1
2019,ES,6879,ES43,1,143,2,368.95553,1,3,1
2019,ES,6881,ES43,1,143,2,376.01585,1,3,1
2019,ES,6882,ES43,1,143,2,694.14578,1,3,1
2019,ES,6884,ES43,1,143,2,377.00939,1,3,1
2019,ES,6885,ES43,1,143,2,503.45841,1,3,1
2019,ES,6886,ES43,1,143,2,525.62957,1,3,1
2019,ES,6887,ES43,1,143,2,568.48904,1,3,1
2019,ES,6888,ES43,1,143,2,942.28975,1,3,1
2019,ES,6889,ES43,1,145,2,630.04468,1,3,1
2019,ES,6891,ES43,1,145,2,393.07612,1,3,1
2019,ES,6893,ES43,1,145,2,226.26131,1,3,1
2019,ES,6894,ES43,1,145,2,376.01585,1,3,1
2019,ES,6895,ES43,1,145,2,241.62737,1,3,1
2019,ES,6897,ES43,1,145,2,267.11507,1,3,1
2019,ES,6898,ES43,1,145,2,271.24250,1,3,1
2019,ES,6899,ES43,1,145,2,271.24250,1,3,1
2019,ES,6900,ES43,1,145,2,241.02883,1,3,1
2019,ES,6904,ES43,1,149,2,304.25778,1,1,1
2019,ES,6905,ES43,1,149,2,715.46679,1,1,1
2019,ES,6908,ES43,1,149,2,222.03023,1,1,1
2019,ES,6909,ES43,1,149,2,248.46812,1,1,1
2019,ES,6913,ES43,1,150,2,452.08855,1,3,1
2019,ES,6916,ES43,1,150,2,166.29646,1,3,1
2019,ES,6918,ES43,1,150,2,221.39196,1,3,1
2019,ES,6919,ES43,1,150,2,306.67081,1,3,1
2019,ES,6920,ES43,1,150,2,306.67081,1,3,1
2019,ES,6922,ES43,1,150,2,281.86241,1,3,1
2019,ES,6927,ES43,1,155,2,761.48056,1,2,1
2019,ES,6928,ES43,1,155,2,501.95386,1,2,1
2019,ES,6929,ES43,1,155,2,709.42049,1,2,1
2019,ES,6930,ES43,1,155,2,634.63429,1,2,1
2019,ES,6931,ES43,1,155,2,1783.17884,1,2,1
2019,ES,6935,ES43,1,155,2,409.49154,1,2,1
2019,ES,6936,ES43,1,155,2,433.43426,1,2,1
2019,ES,6937,ES43,1,156,2,341.57489,1,3,1
2019,ES,6939,ES43,1,156,2,217.04379,1,3,1
2019,ES,6940,ES43,1,156,2,1728.12928,1,3,1
2019,ES,6941,ES43,1,156,2,341.57489,1,3,1
2019,ES,6943,ES43,1,156,2,603.25489,1,3,1
2019,ES,6945,ES43,1,156,2,735.74996,1,3,1
2019,ES,6946,ES43,1,156,2,336.37674,1,3,1
2019,ES,6947,ES43,1,156,2,265.41031,1,3,1
2019,ES,6948,ES43,1,156,2,681.36896,1,3,1
2019,ES,6949,ES43,1,157,2,406.61599,1,3,1
2019,ES,6952,ES43,1,157,2,519.38337,1,3,1
2019,ES,6953,ES43,1,157,2,346.18813,1,3,1
2019,ES,6954,ES43,1,157,2,671.91480,1,3,1
2019,ES,6956,ES43,1,157,2,347.82977,1,3,1
2019,ES,6957,ES43,1,157,2,659.37328,1,3,1
2019,ES,6958,ES43,1,157,2,960.11697,1,3,1
2019,ES,6959,ES43,1,157,2,421.43705,1,3,1
2019,ES,6961,ES43,1,158,2,217.04379,1,2,1
2019,ES,6964,ES43,1,158,2,284.50749,1,2,1
2019,ES,6965,ES43,1,158,2,376.01585,1,2,1
2019,ES,6966,ES43,1,158,2,229.73420,1,2,1
2019,ES,6967,ES43,1,158,2,217.04379,1,2,1
2019,ES,6969,ES43,1,158,2,499.09061,1,2,1
2019,ES,6970,ES43,1,158,2,376.01585,1,2,1
2019,ES,6972,ES43,1,158,2,276.88061,1,2,1
2019,ES,6973,ES43,1,160,2,241.62737,1,3,1
2019,ES,6975,ES43,1,160,2,352.63203,1,3,1
2019,ES,6976,ES43,1,160,2,461.03043,1,3,1
2019,ES,6977,ES43,1,160,2,614.72902,1,3,1
2019,ES,6980,ES43,1,160,2,292.77877,1,3,1
2019,ES,6981,ES43,1,160,2,784.86126,1,3,1
2019,ES,6982,ES43,1,160,2,566.15896,1,3,1
2019,ES,6983,ES43,1,160,2,489.17210,1,3,1
2019,ES,6987,ES43,1,166,2,314.27526,1,3,1
2019,ES,6988,ES43,1,166,2,404.53662,1,3,1
2019,ES,6991,ES43,1,166,2,603.00882,1,3,1
2019,ES,6992,ES43,1,166,2,302.63771,1,3,1
2019,ES,6993,ES43,1,166,2,242.45372,1,3,1
2019,ES,6995,ES43,1,166,2,347.82977,1,3,1
2019,ES,6996,ES43,1,166,2,410.99510,1,3,1
2019,ES,6997,ES43,1,4283,2,456.99693,1,3,1
2019,ES,6999,ES43,1,4283,2,228.56910,1,3,1
2019,ES,7001,ES43,1,4283,2,231.32555,1,3,1
2019,ES,7002,ES43,1,4283,2,295.00203,1,3,1
2019,ES,7004,ES43,1,4283,2,192.23715,1,3,1
2019,ES,7005,ES43,1,4283,2,412.18998,1,3,1
2019,ES,7006,ES43,1,4283,2,256.39079,1,3,1
2019,ES,7008,ES43,1,4283,2,440.03318,1,3,1
2019,ES,7009,ES43,1,4290,2,237.23450,1,3,1
2019,ES,7010,ES43,1,4290,2,237.23450,1,3,1
2019,ES,7011,ES43,1,4290,2,421.43705,1,3,1
2019,ES,7012,ES43,1,4290,2,499.09098,1,3,1
2019,ES,7016,ES43,1,4290,2,687.35391,1,3,1
2019,ES,7017,ES43,1,4290,2,787.09874,1,3,1
2019,ES,7018,ES43,1,4290,2,550.05810,1,3,1
2019,ES,7019,ES43,1,4290,2,410.99510,1,3,1
2019,ES,7020,ES43,1,4290,2,347.82977,1,3,1
2019,ES,7021,ES43,1,4330,2,681.34273,1,3,1
2019,ES,7023,ES43,1,4330,2,308.31946,1,3,1
2019,ES,7024,ES43,1,4330,2,805.04392,1,3,1
2019,ES,7025,ES43,1,4330,2,144.44286,1,3,1
2019,ES,7027,ES43,1,4330,2,415.90419,1,3,1
2019,ES,7029,ES43,1,4330,2,422.07307,1,3,1
2019,ES,7030,ES43,1,4330,2,178.78677,1,3,1
2019,ES,7032,ES43,1,4330,2,614.72902,1,3,1
2019,ES,7034,ES43,1,4331,2,407.22865,1,3,1
2019,ES,7035,ES43,1,4331,2,229.73420,1,3,1
2019,ES,7040,ES43,1,4331,2,199.29045,1,3,1
2019,ES,7041,ES43,1,4331,2,376.01585,1,3,1
2019,ES,7042,ES43,1,4331,2,376.01585,1,3,1
2019,ES,7043,ES43,1,4331,2,316.72451,1,3,1
2019,ES,7045,ES53,1,171,2,1114.52673,1,1,1
2019,ES,7046,ES53,1,171,2,612.71106,1,1,1
2019,ES,7049,ES53,1,171,2,714.48691,1,1,1
2019,ES,7050,ES53,1,171,2,378.15333,1,1,1
2019,ES,7052,ES53,1,171,2,86.16135,1,1,1
2019,ES,7054,ES53,1,171,2,351.81039,1,1,1
2019,ES,7055,ES53,1,171,2,322.07991,1,1,1
2019,ES,7056,ES53,1,171,2,315.92914,1,1,1
2019,ES,7057,ES53,1,172,2,963.30286,1,2,1
2019,ES,7058,ES53,1,172,2,902.57721,1,2,1
2019,ES,7059,ES53,1,172,2,968.04408,1,2,1
2019,ES,7062,ES53,1,172,2,830.28125,1,2,1
2019,ES,7064,ES53,1,172,2,368.59301,1,2,1
2019,ES,7066,ES53,1,172,2,674.80163,1,2,1
2019,ES,7067,ES53,1,172,2,185.17038,1,2,1
2019,ES,7069,ES53,1,173,2,597.59788,1,2,1
2019,ES,7070,ES53,1,173,2,412.26279,1,2,1
2019,ES,7072,ES53,1,173,2,715.44267,1,2,1
2019,ES,7074,ES53,1,173,2,1401.16252,1,2,1
2019,ES,7075,ES53,1,173,2,416.75026,1,2,1
2019,ES,7076,ES53,1,173,2,503.46707,1,2,1
2019,ES,7079,ES53,1,173,2,963.30286,1,2,1
2019,ES,7080,ES53,1,173,2,1219.71668,1,2,1
2019,ES,7082,ES53,1,181,2,1310.95637,1,2,1
2019,ES,7083,ES53,1,181,2,630.63423,1,2,1
2019,ES,7084,ES53,1,181,2,412.41876,1,2,1
2019,ES,7087,ES53,1,181,2,566.53779,1,2,1
2019,ES,7089,ES53,1,181,2,328.12494,1,2,1
